user_id,num_orders,total_spent_eur,avg_days_between_orders,R_score,F_score,M_score,segment,avg_order_value,recommended_discount
17772,9,176.8,11.75,4,3,3,Loyal,19.644444444444446,0.0
17773,11,47.64,13.9,3,3,1,New,4.330909090909091,0.0
17774,4,34.71,30.0,1,1,1,Lost,8.6775,15.0
17775,28,717.25,12.444444444444445,4,5,5,Premium,25.616071428571427,0.0
17776,51,694.79,6.8,5,5,5,Premium,13.623333333333333,0.0
17777,20,315.97,12.894736842105264,4,4,4,Premium,15.7985,0.0
17778,14,296.69,20.923076923076923,2,4,4,Sleeping,21.19214285714286,0.0
17779,12,278.38,7.545454545454546,5,3,4,Loyal,23.198333333333334,0.0
17780,12,83.99000000000001,6.090909090909091,5,3,2,Promising,6.999166666666667,3.6
17781,4,23.860000000000003,21.33333333333333,2,1,1,Lost,5.965000000000001,15.0
17782,5,26.79,6.5,5,1,1,New,5.358,0.0
17783,59,609.5500000000001,6.293103448275862,5,5,5,Premium,10.33135593220339,0.0
17784,9,285.59,23.0,1,3,4,Sleeping,31.73222222222222,0.0
17785,6,178.88,13.8,3,2,3,Promising,29.813333333333333,22.9
17786,7,87.59,25.166666666666668,1,2,2,Lost,12.512857142857143,15.0
17787,18,181.53,9.705882352941176,4,4,3,Loyal,10.085,0.0
17788,13,33.99,8.166666666666666,5,3,1,New,2.6146153846153846,0.0
17789,4,248.73,19.0,2,1,4,High_Check,62.1825,0.0
17790,9,159.22,13.625,3,3,3,Loyal,17.691111111111113,0.0
17791,11,53.75,12.1,4,3,1,New,4.886363636363637,0.0
17792,5,127.76,19.75,2,1,2,Lost,25.552,15.0
17793,23,240.25,14.727272727272728,3,4,3,Loyal,10.445652173913043,1.6
17794,12,140.65,9.636363636363637,4,3,3,Loyal,11.720833333333333,0.0
17795,8,418.59,22.571428571428573,1,2,4,High_Check,52.32375,0.0
17796,7,13.53,27.83333333333333,1,2,1,Lost,1.9328571428571428,15.0
17797,8,146.42000000000002,16.571428571428573,3,2,3,Promising,18.302500000000002,22.9
17798,6,379.25,23.8,1,2,4,High_Check,63.208333333333336,0.0
17799,8,9.86,9.571428571428571,4,2,1,New,1.2325,0.0
17800,22,337.23,10.0,4,4,4,Premium,15.328636363636365,0.0
17801,27,245.96,7.730769230769231,5,5,3,Loyal,9.10962962962963,1.6
17802,30,206.35,6.689655172413793,5,5,3,Loyal,6.878333333333333,1.6
17803,9,67.82,20.125,2,3,2,Sleeping,7.535555555555555,0.0
17804,5,189.11,14.0,3,1,3,New,37.822,0.0
17805,5,114.63,18.5,2,1,2,Lost,22.926,15.0
17806,20,396.88,8.789473684210526,4,4,4,Premium,19.844,0.0
17807,7,64.75,20.5,2,2,2,Lost,9.25,15.0
17808,5,39.96,12.0,4,1,1,New,7.992,0.0
17809,4,109.49,24.666666666666668,1,1,2,Lost,27.3725,15.0
17810,11,140.05,12.3,4,3,3,Loyal,12.731818181818182,0.0
17811,5,83.15,17.25,2,1,2,Lost,16.630000000000003,15.0
17812,14,141.36,11.76923076923077,4,4,3,Loyal,10.097142857142858,0.0
17813,4,1.05,27.0,1,1,1,Lost,0.2625,15.0
17814,9,245.18,7.375,5,3,3,Loyal,27.242222222222225,0.0
17815,10,82.37,14.333333333333334,3,3,2,Promising,8.237,22.9
17816,11,420.07,21.5,2,3,4,Sleeping,38.18818181818182,0.0
17817,4,154.89,24.666666666666668,1,1,3,Lost,38.7225,15.0
17818,5,29.92,16.75,3,1,1,New,5.984,0.0
17819,6,45.3,20.8,2,2,1,Lost,7.55,15.0
17820,4,59.56,9.333333333333334,4,1,2,New,14.89,0.0
17821,7,112.91,26.0,1,2,2,Lost,16.13,15.0
17822,9,152.95999999999998,26.625,1,3,3,Sleeping,16.995555555555555,0.0
17823,4,32.39,11.666666666666666,4,1,1,New,8.0975,0.0
17824,8,45.91,14.857142857142858,3,2,1,New,5.73875,0.0
17825,31,618.92,11.5,4,5,5,Premium,19.96516129032258,0.0
17826,5,115.17,6.0,5,1,2,New,23.034,0.0
17827,15,64.37,17.5,2,4,2,Frugal,4.291333333333333,6.4
17828,4,19.22,27.666666666666668,1,1,1,Lost,4.805,15.0
17829,68,1131.66,2.955223880597015,5,5,5,Premium,16.642058823529414,0.0
17830,37,2641.87,9.88888888888889,4,5,5,Premium,71.40189189189189,0.0
17831,19,545.91,13.88888888888889,3,4,4,Loyal,28.732105263157894,0.0
17832,4,9.24,19.33333333333333,2,1,1,Lost,2.31,15.0
17833,8,253.21,19.571428571428573,2,2,4,High_Check,31.65125,0.0
17834,24,697.02,11.347826086956522,4,4,5,Premium,29.0425,0.0
17835,17,53.42,13.625,3,4,1,Frugal,3.142352941176471,6.4
17836,4,79.86,15.666666666666666,3,1,2,New,19.965,0.0
17837,5,93.49,22.5,1,1,2,Lost,18.698,15.0
17838,9,66.92,14.5,3,3,2,Promising,7.435555555555556,22.9
17839,4,142.1,22.33333333333333,1,1,3,Lost,35.525,15.0
17840,20,663.77,13.789473684210526,3,4,5,Loyal,33.1885,1.6
17841,7,380.58,7.666666666666667,5,2,4,High_Check,54.36857142857143,0.0
17842,10,60.57,26.11111111111111,1,3,2,Sleeping,6.057,0.0
17843,5,101.61,14.25,3,1,2,New,20.322,0.0
17844,10,20.78,8.666666666666666,5,3,1,New,2.0780000000000003,0.0
17845,5,82.22,10.25,4,1,2,New,16.444,0.0
17846,14,0.0,18.384615384615383,2,4,1,Frugal,0.0,6.4
17847,28,456.41,8.592592592592593,5,5,4,Premium,16.300357142857145,0.0
17848,4,79.39000000000001,30.0,1,1,2,Lost,19.847500000000004,15.0
17849,5,28.6,21.25,2,1,1,Lost,5.720000000000001,15.0
17850,5,122.81,20.75,2,1,2,Lost,24.562,15.0
17851,9,244.23,14.375,3,3,3,Loyal,27.136666666666667,0.0
17852,4,100.39,16.666666666666668,3,1,2,New,25.0975,0.0
17853,7,23.37,17.833333333333332,2,2,1,Lost,3.3385714285714285,15.0
17854,43,1390.91,6.976190476190476,5,5,5,Premium,32.346744186046514,0.0
17855,4,19.680000000000003,28.666666666666668,1,1,1,Lost,4.920000000000001,15.0
17856,46,1225.32,8.088888888888889,5,5,5,Premium,26.637391304347826,0.0
17857,12,556.76,21.727272727272727,2,3,5,Sleeping,46.39666666666667,0.0
17858,5,13.250000000000002,24.0,1,1,1,Lost,2.6500000000000004,15.0
17859,5,145.98,10.75,4,1,3,New,29.195999999999998,0.0
17860,11,224.84,16.2,3,3,3,Loyal,20.44,0.0
17861,15,112.36,5.785714285714286,5,4,2,Frugal,7.490666666666667,0.0
17862,22,721.85,4.666666666666667,5,4,5,Premium,32.81136363636364,0.0
17863,11,108.93,20.4,2,3,2,Sleeping,9.902727272727274,0.0
17864,4,36.65,12.0,4,1,1,New,9.1625,0.0
17865,17,858.73,18.1875,2,4,5,Sleeping,50.51352941176471,10.0
17866,12,135.87,20.90909090909091,2,3,3,Sleeping,11.3225,0.0
17867,22,1097.37,8.523809523809524,5,4,5,Premium,49.88045454545454,0.0
17868,4,3.33,21.666666666666668,2,1,1,Lost,0.8325,15.0
17869,4,2.52,30.0,1,1,1,Lost,0.63,15.0
17870,45,613.03,7.659090909090909,5,5,5,Premium,13.622888888888887,0.0
17871,18,27.75,5.823529411764706,5,4,1,Frugal,1.5416666666666667,6.4
17872,29,569.9300000000001,9.0,4,5,5,Premium,19.652758620689657,0.0
17873,100,1467.76,2.0303030303030303,5,5,5,Premium,14.6776,0.0
17874,20,517.64,4.473684210526316,5,4,4,Premium,25.881999999999998,0.0
17875,6,98.12,24.8,1,2,2,Lost,16.353333333333335,15.0
17876,23,655.36,12.954545454545457,3,4,5,Loyal,28.493913043478262,1.6
17877,7,68.97999999999999,5.833333333333333,5,2,2,Promising,9.854285714285712,22.9
17878,5,85.52000000000001,18.5,2,1,2,Lost,17.104000000000003,15.0
17879,16,48.040000000000006,15.6,3,4,1,Frugal,3.0025000000000004,6.4
17880,48,197.32,5.829787234042553,5,5,3,Loyal,4.110833333333333,1.6
17881,14,996.06,12.615384615384617,4,4,5,Premium,71.14714285714285,0.0
17882,6,316.94,20.4,2,2,4,High_Check,52.82333333333333,0.0
17883,5,49.79,6.25,5,1,1,New,9.958,0.0
17884,100,2895.23,3.282828282828283,5,5,5,Premium,28.9523,0.0
17885,59,541.61,6.137931034482759,5,5,4,Premium,9.179830508474577,0.0
17886,27,573.63,10.538461538461538,4,5,5,Premium,21.245555555555555,0.0
17887,38,4726.47,8.45945945945946,5,5,5,Premium,124.38078947368422,0.0
17888,34,1018.8,10.484848484848484,4,5,5,Premium,29.96470588235294,0.0
17889,4,74.11,17.0,3,1,2,New,18.5275,0.0
17890,10,114.98,18.88888888888889,2,3,2,Sleeping,11.498000000000001,0.0
17891,29,1022.1,12.285714285714286,4,5,5,Premium,35.244827586206895,0.0
17892,15,111.04,20.357142857142858,2,4,2,Frugal,7.402666666666667,0.0
17893,7,19.93,4.333333333333333,5,2,1,New,2.847142857142857,0.0
17894,8,130.51,18.714285714285715,2,2,3,Lost,16.31375,15.0
17895,4,61.53,30.0,1,1,2,Lost,15.3825,15.0
17896,60,2590.2,6.067796610169491,5,5,5,Premium,43.169999999999995,0.0
17897,14,150.82,15.538461538461538,3,4,3,Loyal,10.772857142857143,0.0
17898,33,480.02,8.875,4,5,4,Premium,14.546060606060605,0.0
17899,7,2.94,29.166666666666668,1,2,1,Lost,0.42,15.0
17900,14,170.18,7.615384615384615,5,4,3,Loyal,12.155714285714286,0.0
17901,40,2126.62,9.17948717948718,4,5,5,Premium,53.165499999999994,0.0
17902,4,5.949999999999999,13.0,3,1,1,New,1.4874999999999998,0.0
17903,7,61.37,20.83333333333333,2,2,2,Lost,8.767142857142856,15.0
17904,27,55.92,13.307692307692308,3,5,1,Frugal,2.071111111111111,6.4
17905,5,50.55,15.5,3,1,1,New,10.11,0.0
17906,9,57.57,18.125,2,3,1,Sleeping,6.3966666666666665,0.0
17907,5,53.81,19.75,2,1,1,Lost,10.762,15.0
17908,31,2843.2,11.366666666666667,4,5,5,Premium,91.71612903225805,0.0
17909,8,27.34,20.571428571428573,2,2,1,Lost,3.4175,15.0
17910,11,321.77,22.1,1,3,4,Sleeping,29.25181818181818,0.0
17911,38,1834.67,8.756756756756756,5,5,5,Premium,48.280789473684216,0.0
17912,72,2353.45,3.563380281690141,5,5,5,Premium,32.68680555555555,0.0
17913,9,104.86,18.375,2,3,2,Sleeping,11.651111111111112,0.0
17914,17,183.39,8.9375,4,4,3,Loyal,10.787647058823529,0.0
17915,14,167.35,14.076923076923077,3,4,3,Loyal,11.953571428571427,0.0
17916,19,703.79,18.0,2,4,5,Sleeping,37.04157894736842,10.0
17917,6,80.97999999999999,16.2,3,2,2,Promising,13.496666666666664,22.9
17918,82,3310.45,4.481481481481482,5,5,5,Premium,40.37134146341463,0.0
17919,12,161.15,22.09090909090909,1,3,3,Sleeping,13.429166666666667,0.0
17920,13,102.79,9.333333333333334,4,3,2,Promising,7.906923076923078,3.6
17921,12,295.73,16.90909090909091,3,3,4,Loyal,24.644166666666667,0.0
17922,8,206.29,17.285714285714285,2,2,3,Lost,25.78625,15.0
17923,14,74.37,26.615384615384617,1,4,2,Frugal,5.312142857142858,0.0
17924,8,166.95999999999998,16.857142857142858,3,2,3,Promising,20.869999999999997,22.9
17925,7,0.0,8.333333333333334,5,2,1,New,0.0,0.0
17926,8,194.37,15.285714285714286,3,2,3,Promising,24.29625,22.9
17927,79,2035.36,4.589743589743589,5,5,5,Premium,25.764050632911392,0.0
17928,10,194.16,18.22222222222222,2,3,3,Sleeping,19.416,0.0
17929,4,68.06,26.0,1,1,2,Lost,17.015,15.0
17930,12,285.22,21.727272727272727,2,3,4,Sleeping,23.768333333333334,0.0
17931,5,4.92,22.5,1,1,1,Lost,0.984,15.0
17932,31,2639.77,9.7,4,5,5,Premium,85.15387096774194,0.0
17933,8,632.79,24.285714285714285,1,2,5,High_Check,79.09875,0.0
17934,15,517.0,16.642857142857142,3,4,4,Loyal,34.46666666666667,0.0
17935,6,40.44,5.2,5,2,1,New,6.739999999999999,0.0
17936,7,118.48,10.666666666666666,4,2,2,Promising,16.925714285714285,22.9
17937,15,451.02,13.857142857142858,3,4,4,Loyal,30.067999999999998,0.0
17938,6,302.85,28.0,1,2,4,High_Check,50.475,0.0
17939,6,133.42000000000002,27.8,1,2,3,Lost,22.236666666666668,15.0
17940,46,189.17,8.044444444444444,5,5,3,Loyal,4.112391304347826,1.6
17941,10,475.97,17.77777777777778,2,3,4,Sleeping,47.597,0.0
17942,21,318.25,6.3,5,4,4,Premium,15.154761904761905,0.0
17943,6,215.99,21.4,2,2,3,Lost,35.998333333333335,15.0
17944,19,1030.87,13.0,3,4,5,Loyal,54.25631578947368,0.0
17945,7,10.2,15.5,3,2,1,New,1.457142857142857,0.0
17946,12,215.3,19.90909090909091,2,3,3,Sleeping,17.941666666666666,0.0
17947,4,135.68,30.0,1,1,3,Lost,33.92,15.0
17948,10,713.98,19.444444444444443,2,3,5,Sleeping,71.398,0.0
17949,15,555.48,4.357142857142857,5,4,5,Premium,37.032000000000004,0.0
17950,8,147.72,13.285714285714286,3,2,3,Promising,18.465,22.9
17951,6,316.99,14.6,3,2,4,High_Check,52.83166666666667,0.0
17952,8,159.25,21.142857142857142,2,2,3,Lost,19.90625,15.0
17953,6,184.77,9.0,4,2,3,Promising,30.795,22.9
17954,25,325.72,10.041666666666666,4,5,4,Premium,13.0288,0.0
17955,6,14.42,23.4,1,2,1,Lost,2.4033333333333333,15.0
17956,4,94.97,22.666666666666668,1,1,2,Lost,23.7425,15.0
17957,22,1650.15,15.952380952380953,3,4,5,Loyal,75.00681818181819,1.6
17958,21,47.99,15.0,3,4,1,Frugal,2.2852380952380953,6.4
17959,8,129.56,22.428571428571427,1,2,3,Lost,16.195,15.0
17960,8,60.580000000000005,10.142857142857142,4,2,2,Promising,7.572500000000001,22.9
17961,11,70.49,13.1,3,3,2,Promising,6.408181818181817,3.6
17962,13,464.93,19.08333333333333,2,3,4,Sleeping,35.76384615384615,0.0
17963,4,36.2,26.0,1,1,1,Lost,9.05,15.0
17964,82,1437.13,4.111111111111111,5,5,5,Premium,17.5259756097561,0.0
17965,5,11.84,9.25,4,1,1,New,2.368,0.0
17966,18,84.56,12.470588235294118,4,4,2,Frugal,4.697777777777778,6.4
17967,52,1687.1,6.03921568627451,5,5,5,Premium,32.44423076923077,0.0
17968,48,893.49,6.553191489361702,5,5,5,Premium,18.614375,0.0
17969,23,478.82,14.136363636363637,3,4,4,Loyal,20.81826086956522,1.6
17970,5,35.56,22.5,1,1,1,Lost,7.112,15.0
17971,18,54.55,20.235294117647054,2,4,1,Frugal,3.0305555555555554,6.4
17972,11,258.21000000000004,12.7,4,3,4,Loyal,23.473636363636366,0.0
17973,6,137.85,10.6,4,2,3,Promising,22.974999999999998,22.9
17974,100,1747.35,3.01010101010101,5,5,5,Premium,17.473499999999998,0.0
17975,6,145.24,22.8,1,2,3,Lost,24.206666666666667,15.0
17976,5,55.27,18.0,2,1,1,Lost,11.054,15.0
17977,4,68.78999999999999,23.33333333333333,1,1,2,Lost,17.197499999999998,15.0
17978,10,333.44,18.77777777777778,2,3,4,Sleeping,33.344,0.0
17979,7,123.2,21.33333333333333,2,2,2,Lost,17.6,15.0
17980,8,320.92,15.0,3,2,4,High_Check,40.115,0.0
17981,85,1167.42,4.226190476190476,5,5,5,Premium,13.734352941176471,0.0
17982,8,54.56,19.857142857142858,2,2,1,Lost,6.82,15.0
17983,35,3026.7,10.705882352941176,4,5,5,Premium,86.47714285714285,0.0
17984,70,1693.34,5.217391304347826,5,5,5,Premium,24.190571428571428,0.0
17985,6,111.65,16.2,3,2,2,Promising,18.608333333333334,22.9
17986,53,568.8100000000001,6.923076923076923,5,5,5,Premium,10.732264150943397,0.0
17987,13,484.55,11.25,4,3,4,Loyal,37.27307692307692,0.0
17988,42,1730.67,7.926829268292683,5,5,5,Premium,41.206428571428575,0.0
17989,13,972.07,24.166666666666668,1,3,5,Sleeping,74.77461538461539,0.0
17990,36,138.36,8.457142857142857,5,5,3,Loyal,3.8433333333333337,1.6
17991,6,214.31,10.8,4,2,3,Promising,35.718333333333334,22.9
17992,10,52.8,20.77777777777778,2,3,1,Sleeping,5.279999999999999,0.0
17993,7,108.75,13.0,3,2,2,Promising,15.535714285714286,22.9
17994,54,1303.56,3.981132075471698,5,5,5,Premium,24.14,0.0
17995,4,40.32,25.33333333333333,1,1,1,Lost,10.08,15.0
17996,8,210.72,26.0,1,2,3,Lost,26.34,15.0
17997,100,1659.97,2.0505050505050506,5,5,5,Premium,16.5997,0.0
17998,14,255.33,18.153846153846157,2,4,4,Sleeping,18.237857142857145,0.0
17999,22,72.52,12.61904761904762,4,4,2,Frugal,3.2963636363636364,6.4
18000,8,103.98,25.428571428571427,1,2,2,Lost,12.9975,15.0
18001,5,49.8,17.25,2,1,1,Lost,9.959999999999999,15.0
18002,8,39.08,15.0,3,2,1,New,4.885,0.0
18003,36,440.46,10.114285714285714,4,5,4,Premium,12.235,0.0
18004,12,262.98,7.090909090909091,5,3,4,Loyal,21.915000000000003,0.0
18005,10,265.95000000000005,22.0,2,3,4,Sleeping,26.595000000000006,0.0
18006,6,87.55,17.6,2,2,2,Lost,14.591666666666667,15.0
18007,15,288.70000000000005,9.5,4,4,4,Premium,19.24666666666667,0.0
18008,11,260.48,10.2,4,3,4,Loyal,23.680000000000003,0.0
18009,5,65.34,6.0,5,1,2,New,13.068000000000001,0.0
18010,8,506.06,15.714285714285714,3,2,4,High_Check,63.2575,0.0
18011,53,254.32,4.115384615384615,5,5,4,Premium,4.798490566037736,0.0
18012,17,598.12,18.1875,2,4,5,Sleeping,35.18352941176471,10.0
18013,4,60.81,30.0,1,1,2,Lost,15.2025,15.0
18014,25,1473.57,11.958333333333334,4,5,5,Premium,58.9428,0.0
18015,4,89.25,12.0,4,1,2,New,22.3125,0.0
18016,9,257.23,14.125,3,3,4,Loyal,28.581111111111113,0.0
18017,37,665.3,9.77777777777778,4,5,5,Premium,17.98108108108108,0.0
18018,16,952.66,16.133333333333333,3,4,5,Loyal,59.54125,0.0
18019,7,218.75,29.0,1,2,3,Lost,31.25,15.0
18020,12,391.7,17.90909090909091,2,3,4,Sleeping,32.641666666666666,0.0
18021,5,31.64,11.25,4,1,1,New,6.328,0.0
18022,17,556.95,17.75,2,4,5,Sleeping,32.76176470588236,10.0
18023,59,1575.6,6.137931034482759,5,5,5,Premium,26.70508474576271,0.0
18024,5,83.16000000000001,30.0,1,1,2,Lost,16.632,15.0
18025,4,0.0,14.666666666666666,3,1,1,New,0.0,0.0
18026,5,122.79,20.25,2,1,2,Lost,24.558,15.0
18027,8,147.13,16.0,3,2,3,Promising,18.39125,22.9
18028,4,29.630000000000003,28.33333333333333,1,1,1,Lost,7.407500000000001,15.0
18029,52,1000.85,7.137254901960785,5,5,5,Premium,19.247115384615384,0.0
18030,5,16.33,18.0,2,1,1,Lost,3.2659999999999996,15.0
18031,6,11.5,25.2,1,2,1,Lost,1.9166666666666667,15.0
18032,7,130.83,21.0,2,2,3,Lost,18.69,15.0
18033,5,11.0,14.25,3,1,1,New,2.2,0.0
18034,6,148.17000000000002,29.2,1,2,3,Lost,24.695000000000004,15.0
18035,53,529.14,6.903846153846154,5,5,4,Premium,9.98377358490566,0.0
18036,8,42.63,11.285714285714286,4,2,1,New,5.32875,0.0
18037,73,1483.54,4.319444444444445,5,5,5,Premium,20.322465753424655,0.0
18038,24,443.17,11.08695652173913,4,4,4,Premium,18.465416666666666,0.0
18039,4,98.92,17.333333333333332,2,1,2,Lost,24.73,15.0
18040,8,152.91,29.857142857142858,1,2,3,Lost,19.11375,15.0
18041,33,810.92,11.15625,4,5,5,Premium,24.57333333333333,0.0
18042,20,539.2,5.421052631578948,5,4,4,Premium,26.96,0.0
18043,4,61.44,19.666666666666668,2,1,2,Lost,15.36,15.0
18044,23,1197.72,15.5,3,4,5,Loyal,52.07478260869566,1.6
18045,14,440.6,19.23076923076923,2,4,4,Sleeping,31.47142857142857,0.0
18046,14,360.79,11.23076923076923,4,4,4,Premium,25.770714285714288,0.0
18047,11,514.4,12.4,4,3,4,Loyal,46.76363636363636,0.0
18048,6,106.34,7.4,5,2,2,Promising,17.723333333333333,22.9
18049,8,179.61,24.571428571428573,1,2,3,Lost,22.45125,15.0
18050,5,50.43,14.5,3,1,1,New,10.086,0.0
18051,4,31.97,25.0,1,1,1,Lost,7.9925,15.0
18052,18,244.58,8.176470588235293,5,4,3,Loyal,13.587777777777779,0.0
18053,7,149.14,19.5,2,2,3,Lost,21.305714285714284,15.0
18054,19,331.59,13.5,3,4,4,Loyal,17.452105263157893,0.0
18055,29,444.82,3.75,5,5,4,Premium,15.338620689655173,0.0
18056,20,147.37,13.63157894736842,3,4,3,Loyal,7.3685,1.6
18057,4,14.13,25.0,1,1,1,Lost,3.5325,15.0
18058,6,7.21,22.0,2,2,1,Lost,1.2016666666666667,15.0
18059,5,7.0,30.0,1,1,1,Lost,1.4,15.0
18060,20,364.36,12.526315789473683,4,4,4,Premium,18.218,0.0
18061,31,420.15,8.933333333333334,4,5,4,Premium,13.553225806451612,0.0
18062,5,74.58,22.5,1,1,2,Lost,14.916,15.0
18063,7,227.48,28.666666666666668,1,2,3,Lost,32.497142857142855,15.0
18064,10,9.5,8.0,5,3,1,New,0.95,0.0
18065,9,147.59,19.125,2,3,3,Sleeping,16.39888888888889,0.0
18066,86,2143.37,4.282352941176471,5,5,5,Premium,24.922906976744184,0.0
18067,11,227.33,26.4,1,3,3,Sleeping,20.666363636363638,0.0
18068,37,1440.5,9.77777777777778,4,5,5,Premium,38.932432432432435,0.0
18069,4,49.69,11.666666666666666,4,1,1,New,12.4225,0.0
18070,4,39.67999999999999,16.333333333333332,3,1,1,New,9.919999999999998,0.0
18071,10,123.1,28.0,1,3,2,Sleeping,12.309999999999999,0.0
18072,7,156.42000000000002,16.0,3,2,3,Promising,22.345714285714287,22.9
18073,22,444.24,11.238095238095235,4,4,4,Premium,20.19272727272727,0.0
18074,4,55.19,30.0,1,1,1,Lost,13.7975,15.0
18075,6,108.24,15.4,3,2,2,Promising,18.04,22.9
18076,28,147.04,8.925925925925926,4,5,3,Loyal,5.251428571428571,1.6
18077,5,34.87,28.0,1,1,1,Lost,6.973999999999999,15.0
18078,15,333.47,21.071428571428573,2,4,4,Sleeping,22.231333333333335,10.0
18079,4,58.42,13.666666666666666,3,1,1,New,14.605,0.0
18080,9,417.9500000000001,24.625,1,3,4,Sleeping,46.4388888888889,0.0
18081,23,1802.49,15.409090909090908,3,4,5,Loyal,78.3691304347826,1.6
18082,6,262.98,7.4,5,2,4,High_Check,43.830000000000005,0.0
18083,31,578.08,8.433333333333334,5,5,5,Premium,18.64774193548387,0.0
18084,12,292.22,16.454545454545453,3,3,4,Loyal,24.35166666666667,0.0
18085,100,2531.39,1.4545454545454546,5,5,5,Premium,25.3139,0.0
18086,4,25.28,10.0,4,1,1,New,6.32,0.0
18087,10,49.94,10.555555555555555,4,3,1,New,4.994,0.0
18088,10,630.08,18.22222222222222,2,3,5,Sleeping,63.008,0.0
18089,55,257.89,6.7407407407407405,5,5,4,Premium,4.688909090909091,0.0
18090,55,1206.26,6.75925925925926,5,5,5,Premium,21.932,0.0
18091,5,74.64,23.0,1,1,2,Lost,14.928,15.0
18092,4,110.28,21.33333333333333,2,1,2,Lost,27.57,15.0
18093,15,204.01,14.071428571428571,3,4,3,Loyal,13.600666666666665,0.0
18094,73,2086.52,4.916666666666667,5,5,5,Premium,28.582465753424657,0.0
18095,10,36.36,17.88888888888889,2,3,1,Sleeping,3.636,0.0
18096,10,369.12,14.333333333333334,3,3,4,Loyal,36.912,0.0
18097,42,930.9,8.707317073170731,5,5,5,Premium,22.164285714285715,0.0
18098,7,114.78,25.33333333333333,1,2,2,Lost,16.397142857142857,15.0
18099,14,320.44,19.923076923076923,2,4,4,Sleeping,22.888571428571428,0.0
18100,6,107.68,13.2,3,2,2,Promising,17.94666666666667,22.9
18101,19,322.91,6.833333333333333,5,4,4,Premium,16.995263157894737,0.0
18102,43,1374.5,8.261904761904763,5,5,5,Premium,31.96511627906977,0.0
18103,11,213.06,23.1,1,3,3,Sleeping,19.36909090909091,0.0
18104,9,147.26,18.25,2,3,3,Sleeping,16.362222222222222,0.0
18105,13,434.47,19.08333333333333,2,3,4,Sleeping,33.42076923076923,0.0
18106,7,114.08,15.833333333333334,3,2,2,Promising,16.297142857142855,22.9
18107,8,421.15,22.428571428571427,1,2,4,High_Check,52.64375,0.0
18108,12,71.84,19.09090909090909,2,3,2,Sleeping,5.986666666666667,0.0
18109,25,63.77,14.791666666666666,3,5,2,Frugal,2.5508,6.4
18110,53,1190.17,6.980769230769231,5,5,5,Premium,22.45603773584906,0.0
18111,8,174.92999999999998,16.714285714285715,3,2,3,Promising,21.866249999999997,22.9
18112,12,214.33,19.90909090909091,2,3,3,Sleeping,17.860833333333336,0.0
18113,18,464.83,17.41176470588235,2,4,4,Sleeping,25.823888888888888,10.0
18114,34,636.26,7.151515151515151,5,5,5,Premium,18.713529411764707,0.0
18115,4,121.91,26.33333333333333,1,1,2,Lost,30.4775,15.0
18116,36,172.05,6.542857142857143,5,5,3,Loyal,4.779166666666667,1.6
18117,6,207.01,26.8,1,2,3,Lost,34.501666666666665,15.0
18118,19,439.83,10.61111111111111,4,4,4,Premium,23.14894736842105,0.0
18119,6,14.11,12.4,4,2,1,New,2.3516666666666666,0.0
18120,9,1082.79,23.625,1,3,5,Sleeping,120.31,0.0
18121,22,507.46,10.333333333333334,4,4,4,Premium,23.066363636363636,0.0
18122,12,454.16,18.545454545454547,2,3,4,Sleeping,37.84666666666667,0.0
18123,4,108.82,20.33333333333333,2,1,2,Lost,27.205,15.0
18124,37,847.03,9.666666666666666,4,5,5,Premium,22.892702702702703,0.0
18125,74,709.42,4.917808219178082,5,5,5,Premium,9.586756756756756,0.0
18126,8,215.32,14.714285714285714,3,2,3,Promising,26.915,22.9
18127,5,57.73,6.5,5,1,1,New,11.546,0.0
18128,21,352.51,12.25,4,4,4,Premium,16.786190476190477,0.0
18129,14,310.28,16.76923076923077,3,4,4,Loyal,22.162857142857142,0.0
18130,29,1759.52,10.321428571428571,4,5,5,Premium,60.67310344827586,0.0
18131,47,341.59,7.695652173913044,5,5,4,Premium,7.267872340425531,0.0
18132,68,2182.14,3.1343283582089554,5,5,5,Premium,32.090294117647055,0.0
18133,12,323.03,15.818181818181818,3,3,4,Loyal,26.919166666666666,0.0
18134,4,20.72,30.0,1,1,1,Lost,5.18,15.0
18135,11,516.82,15.2,3,3,4,Loyal,46.98363636363637,0.0
18136,8,157.0,27.571428571428573,1,2,3,Lost,19.625,15.0
18137,7,10.44,27.33333333333333,1,2,1,Lost,1.4914285714285713,15.0
18138,30,630.81,9.758620689655173,4,5,5,Premium,21.026999999999997,0.0
18139,10,123.92,24.444444444444443,1,3,2,Sleeping,12.392,0.0
18140,47,956.04,7.630434782608695,5,5,5,Premium,20.34127659574468,0.0
18141,8,241.23,23.857142857142858,1,2,3,Lost,30.15375,15.0
18142,21,155.74,14.2,3,4,3,Loyal,7.416190476190477,1.6
18143,34,685.39,7.212121212121212,5,5,5,Premium,20.158529411764704,0.0
18144,14,108.74,16.846153846153847,3,4,2,Frugal,7.767142857142857,0.0
18145,10,176.89999999999998,18.33333333333333,2,3,3,Sleeping,17.689999999999998,0.0
18146,12,778.76,16.272727272727273,3,3,5,Loyal,64.89666666666666,0.0
18147,12,159.09,23.0,1,3,3,Sleeping,13.2575,0.0
18148,7,36.06,17.0,3,2,1,New,5.151428571428572,0.0
18149,9,394.7000000000001,25.375,1,3,4,Sleeping,43.85555555555557,0.0
