user_id,num_orders,total_spent_eur,avg_days_between_orders,R_score,F_score,M_score,segment
35663,5,173.44,19.25,2,1,3,Lost
35664,4,22.099999999999998,13.333333333333334,3,1,1,New
35665,4,42.45,16.666666666666668,3,1,1,New
35666,17,502.0,13.8125,3,4,4,Loyal
35667,8,107.63,24.714285714285715,1,2,2,Lost
35668,10,89.52,23.333333333333332,1,3,2,Sleeping
35669,20,296.07,3.6842105263157894,5,4,4,Premium
35670,31,939.0,8.866666666666667,4,5,5,Premium
35671,4,35.89,21.666666666666668,2,1,1,Lost
35672,10,409.3,13.11111111111111,3,3,4,Loyal
35673,6,158.82,25.2,1,2,3,Lost
35674,18,216.85999999999999,16.352941176470587,3,4,3,Loyal
35675,4,184.55,30.0,1,1,3,Lost
35676,5,4.8,19.5,2,1,1,Lost
35677,6,42.839999999999996,16.2,3,2,1,New
35678,4,50.86,25.0,1,1,1,Lost
35679,22,669.23,11.428571428571429,4,4,5,Premium
35680,5,45.910000000000004,11.0,4,1,1,New
35681,7,464.44,24.0,1,2,4,High_Check
35682,5,138.79,21.5,2,1,3,Lost
35683,18,391.91999999999996,14.529411764705882,3,4,4,Loyal
35684,5,197.82999999999998,23.0,1,1,3,Lost
35685,11,412.63,20.2,2,3,4,Sleeping
35686,23,437.45,15.363636363636363,3,4,4,Loyal
35687,6,5.25,30.0,1,2,1,Lost
35688,4,13.99,29.0,1,1,1,Lost
35689,88,4556.94,4.183908045977011,5,5,5,Premium
35690,14,275.95,3.5384615384615383,5,4,4,Premium
35691,4,80.73,25.333333333333332,1,1,2,Lost
35692,28,464.54,9.925925925925926,4,5,4,Premium
35693,26,1273.76,10.16,4,5,5,Premium
35694,4,121.83,30.0,1,1,2,Lost
35695,10,337.7,7.666666666666667,5,3,4,Loyal
35696,4,70.81,11.666666666666666,4,1,2,New
35697,6,98.06,24.6,1,2,2,Lost
35698,11,582.38,22.3,1,3,5,Sleeping
35699,8,274.56,23.142857142857142,1,2,4,High_Check
35700,17,380.87,10.1875,4,4,4,Premium
35701,14,36.44,16.76923076923077,3,4,1,Frugal
35702,49,1940.8600000000001,7.104166666666667,5,5,5,Premium
35703,22,205.45,13.857142857142858,3,4,3,Loyal
35704,39,362.07,4.7894736842105265,5,5,4,Premium
35705,7,110.02,20.833333333333332,2,2,2,Lost
35706,18,891.05,11.0,4,4,5,Premium
35707,17,196.38,13.8125,3,4,3,Loyal
35708,10,194.55,23.88888888888889,1,3,3,Sleeping
35709,28,561.54,10.851851851851851,4,5,5,Premium
35710,28,1619.36,12.148148148148149,4,5,5,Premium
35711,8,37.86,4.142857142857143,5,2,1,New
35712,6,453.76,28.0,1,2,4,High_Check
35713,5,33.71,15.0,3,1,1,New
35714,4,12.99,19.0,2,1,1,Lost
35715,4,59.08,27.333333333333332,1,1,2,Lost
35716,4,42.32,30.0,1,1,1,Lost
35717,34,186.99,8.696969696969697,5,5,3,Loyal
35718,20,1078.04,14.68421052631579,3,4,5,Loyal
35719,72,2314.27,5.112676056338028,5,5,5,Premium
35720,7,58.019999999999996,22.666666666666668,1,2,1,Lost
35721,4,91.16,3.6666666666666665,5,1,2,New
35722,10,67.56,14.777777777777779,3,3,2,Promising
35723,38,424.04,9.72972972972973,4,5,4,Premium
35724,6,132.15,22.8,1,2,3,Lost
35725,10,62.93,4.777777777777778,5,3,2,Promising
35726,4,29.92,30.0,1,1,1,Lost
35727,14,505.7,10.307692307692308,4,4,4,Premium
35728,6,26.509999999999998,12.6,4,2,1,New
35729,7,59.3,22.333333333333332,1,2,2,Lost
35730,7,275.85,10.166666666666666,4,2,4,High_Check
35731,6,24.0,25.8,1,2,1,Lost
35732,36,470.16,10.428571428571429,4,5,4,Premium
35733,8,214.09,13.0,3,2,3,Promising
35734,7,142.45,21.666666666666668,2,2,3,Lost
35735,14,258.34000000000003,16.23076923076923,3,4,4,Loyal
35736,5,38.27,12.75,4,1,1,New
35737,48,2717.28,7.702127659574468,5,5,5,Premium
35738,4,52.010000000000005,26.333333333333332,1,1,1,Lost
35739,9,120.67999999999999,15.0,3,3,2,Promising
35740,8,162.75,15.0,3,2,3,Promising
35741,21,314.21,9.3,4,4,4,Premium
35742,16,220.85,14.933333333333334,3,4,3,Loyal
35743,12,186.73000000000002,16.09090909090909,3,3,3,Loyal
35744,10,324.39,14.777777777777779,3,3,4,Loyal
35745,9,94.41,11.375,4,3,2,Promising
35746,5,10.36,11.25,4,1,1,New
35747,9,133.23000000000002,7.0,5,3,3,Loyal
35748,55,730.29,5.333333333333333,5,5,5,Premium
35749,12,374.69,13.818181818181818,3,3,4,Loyal
35750,32,950.66,8.838709677419354,4,5,5,Premium
35751,7,294.76,21.0,2,2,4,High_Check
35752,80,1571.55,3.9367088607594938,5,5,5,Premium
35753,40,1236.92,8.384615384615385,5,5,5,Premium
35754,19,293.74,13.61111111111111,3,4,4,Loyal
35755,34,1186.27,10.969696969696969,4,5,5,Premium
35756,17,8.33,11.375,4,4,1,Frugal
35757,34,489.4,2.9696969696969697,5,5,4,Premium
35758,23,668.65,11.772727272727273,4,4,5,Premium
35759,8,218.43,9.285714285714286,4,2,3,Promising
35760,18,1399.69,12.705882352941176,4,4,5,Premium
35761,6,211.25,26.4,1,2,3,Lost
35762,26,858.63,11.16,4,5,5,Premium
35763,6,115.41,21.6,2,2,2,Lost
35764,10,124.9,16.11111111111111,3,3,2,Promising
35765,4,104.76,20.666666666666668,2,1,2,Lost
35766,4,84.16,23.0,1,1,2,Lost
35767,19,859.74,13.38888888888889,3,4,5,Loyal
35768,5,133.21,30.0,1,1,3,Lost
35769,5,26.869999999999997,19.5,2,1,1,Lost
35770,19,249.92000000000002,14.61111111111111,3,4,4,Loyal
35771,67,1315.48,5.484848484848484,5,5,5,Premium
35772,11,371.56,13.5,3,3,4,Loyal
35773,17,458.73,17.0,3,4,4,Loyal
35774,9,158.28,9.25,4,3,3,Loyal
35775,9,231.64,16.625,3,3,3,Loyal
35776,26,802.26,13.16,3,5,5,Loyal
35777,10,634.48,21.333333333333332,2,3,5,Sleeping
35778,5,44.13,24.25,1,1,1,Lost
35779,23,599.48,14.636363636363637,3,4,5,Loyal
35780,9,172.03,9.875,4,3,3,Loyal
35781,12,251.92,24.09090909090909,1,3,4,Sleeping
35782,5,60.34,11.25,4,1,2,New
35783,5,117.3,15.0,3,1,2,New
35784,7,115.32,24.666666666666668,1,2,2,Lost
35785,28,688.18,12.703703703703704,4,5,5,Premium
35786,5,90.08,18.0,2,1,2,Lost
35787,15,368.15,9.071428571428571,4,4,4,Premium
35788,56,2403.55,6.618181818181818,5,5,5,Premium
35789,4,98.82,22.333333333333332,1,1,2,Lost
35790,15,794.47,16.0,3,4,5,Loyal
35791,7,168.20999999999998,7.0,5,2,3,Promising
35792,6,454.82,26.4,1,2,4,High_Check
35793,14,96.8,17.076923076923077,2,4,2,Frugal
35794,4,15.86,21.666666666666668,2,1,1,Lost
35795,24,879.72,11.73913043478261,4,4,5,Premium
35796,9,84.83999999999999,15.0,3,3,2,Promising
35797,8,329.04,8.714285714285714,5,2,4,High_Check
35798,32,753.35,4.903225806451613,5,5,5,Premium
35799,45,465.39,7.568181818181818,5,5,4,Premium
35800,5,12.28,11.5,4,1,1,New
35801,4,56.16,18.333333333333332,2,1,1,Lost
35802,10,55.480000000000004,23.22222222222222,1,3,1,Sleeping
35803,24,313.18,13.608695652173912,3,4,4,Loyal
35804,7,16.9,18.666666666666668,2,2,1,Lost
35805,4,0.0,10.333333333333334,4,1,1,New
35806,12,191.42,10.636363636363637,4,3,3,Loyal
35807,48,1176.25,7.76595744680851,5,5,5,Premium
35808,4,98.24,23.666666666666668,1,1,2,Lost
35809,6,379.55999999999995,21.8,2,2,4,High_Check
35810,12,343.73,17.0,3,3,4,Loyal
35811,4,29.0,15.333333333333334,3,1,1,New
35812,23,465.29,13.272727272727273,3,4,4,Loyal
35813,6,218.72,9.8,4,2,3,Promising
35814,20,1041.74,10.473684210526315,4,4,5,Premium
35815,6,568.26,6.8,5,2,5,High_Check
35816,4,27.78,30.0,1,1,1,Lost
35817,7,193.1,20.166666666666668,2,2,3,Lost
35818,6,220.35,9.4,4,2,3,Promising
35819,11,448.51,18.4,2,3,4,Sleeping
35820,4,221.45999999999998,12.333333333333334,4,1,3,New
35821,61,783.55,4.4,5,5,5,Premium
35822,27,600.4,9.846153846153847,4,5,5,Premium
35823,7,260.84,16.333333333333332,3,2,4,High_Check
35824,4,143.85,24.0,1,1,3,Lost
35825,4,44.480000000000004,28.333333333333332,1,1,1,Lost
35826,30,118.7,11.724137931034482,4,5,2,Frugal
35827,13,66.99,17.5,2,3,2,Sleeping
35828,54,1045.1,6.7924528301886795,5,5,5,Premium
35829,18,412.5,16.529411764705884,3,4,4,Loyal
35830,25,985.54,13.916666666666666,3,5,5,Loyal
35831,8,3.37,10.142857142857142,4,2,1,New
35832,18,330.88,11.058823529411764,4,4,4,Premium
35833,7,133.88,21.666666666666668,2,2,3,Lost
35834,11,52.87,13.5,3,3,1,New
35835,13,207.6,10.833333333333334,4,3,3,Loyal
35836,7,18.65,28.0,1,2,1,Lost
35837,4,81.59,30.0,1,1,2,Lost
35838,9,100.13,15.125,3,3,2,Promising
35839,12,21.9,22.09090909090909,1,3,1,Sleeping
35840,5,155.5,15.25,3,1,3,New
35841,5,71.43,30.0,1,1,2,Lost
35842,4,26.64,9.333333333333334,4,1,1,New
35843,10,294.38,6.666666666666667,5,3,4,Loyal
35844,5,186.47,11.75,4,1,3,New
35845,6,51.910000000000004,26.2,1,2,1,Lost
35846,4,12.91,16.333333333333332,3,1,1,New
35847,13,405.89,18.5,2,3,4,Sleeping
35848,15,395.27,15.285714285714286,3,4,4,Loyal
35849,4,2.35,15.666666666666666,3,1,1,New
35850,7,132.59,11.5,4,2,3,Promising
35851,32,715.22,9.774193548387096,4,5,5,Premium
35852,15,627.99,20.928571428571427,2,4,5,Sleeping
35853,9,221.46999999999997,10.125,4,3,3,Loyal
35854,20,202.51,12.105263157894736,4,4,3,Loyal
35855,5,23.87,11.75,4,1,1,New
35856,4,9.56,19.0,2,1,1,Lost
35857,24,314.09,7.869565217391305,5,4,4,Premium
35858,6,28.66,23.2,1,2,1,Lost
35859,7,41.12,6.333333333333333,5,2,1,New
35860,9,271.16,13.75,3,3,4,Loyal
35861,14,301.36,13.461538461538462,3,4,4,Loyal
35862,10,139.31,8.11111111111111,5,3,3,Loyal
35863,36,806.22,9.457142857142857,4,5,5,Premium
35864,38,536.33,7.162162162162162,5,5,4,Premium
35865,32,1378.7,8.225806451612904,5,5,5,Premium
35866,4,7.7,18.0,2,1,1,Lost
35867,8,272.9,15.857142857142858,3,2,4,High_Check
35868,26,372.92,10.52,4,5,4,Premium
35869,5,15.889999999999999,24.5,1,1,1,Lost
35870,7,91.1,20.0,2,2,2,Lost
35871,16,179.21,9.666666666666666,4,4,3,Loyal
35872,31,630.07,11.9,4,5,5,Premium
35873,7,197.3,8.333333333333334,5,2,3,Promising
35874,10,299.52,13.88888888888889,3,3,4,Loyal
35875,22,748.98,14.095238095238095,3,4,5,Loyal
35876,90,2021.29,4.078651685393258,5,5,5,Premium
35877,17,86.5,18.875,2,4,2,Frugal
35878,36,485.82,6.4,5,5,4,Premium
35879,41,898.82,7.875,5,5,5,Premium
35880,17,548.33,15.1875,3,4,4,Loyal
35881,25,638.92,14.583333333333334,3,5,5,Loyal
35882,41,966.23,9.075,4,5,5,Premium
35883,5,203.27,9.5,4,1,3,New
35884,6,98.69,19.4,2,2,2,Lost
35885,11,623.15,16.6,3,3,5,Loyal
35886,37,502.97,4.638888888888889,5,5,4,Premium
35887,23,647.51,15.636363636363637,3,4,5,Loyal
35888,6,80.84,23.4,1,2,2,Lost
35889,5,114.65,19.75,2,1,2,Lost
35890,18,948.9100000000001,14.411764705882353,3,4,5,Loyal
35891,7,177.29,20.5,2,2,3,Lost
35892,8,68.52,24.857142857142858,1,2,2,Lost
35893,4,46.83,23.666666666666668,1,1,1,Lost
35894,4,202.67,18.333333333333332,2,1,3,Lost
35895,10,278.82,6.666666666666667,5,3,4,Loyal
35896,22,994.93,7.666666666666667,5,4,5,Premium
35897,10,27.46,19.444444444444443,2,3,1,Sleeping
35898,8,29.380000000000003,22.428571428571427,1,2,1,Lost
35899,24,65.65,12.217391304347826,4,4,2,Frugal
35900,24,689.68,13.521739130434783,3,4,5,Loyal
35901,26,1162.51,10.48,4,5,5,Premium
35902,8,214.92000000000002,7.0,5,2,3,Promising
35903,6,131.8,18.2,2,2,3,Lost
35904,7,87.77,20.666666666666668,2,2,2,Lost
35905,6,180.43,11.4,4,2,3,Promising
35906,5,0.0,25.75,1,1,1,Lost
35907,12,231.67000000000002,18.0,2,3,3,Sleeping
35908,31,413.19,10.166666666666666,4,5,4,Premium
35909,31,1256.12,10.766666666666667,4,5,5,Premium
35910,14,238.96,12.692307692307692,4,4,3,Loyal
35911,5,84.61,13.0,3,1,2,New
35912,24,309.84999999999997,10.565217391304348,4,4,4,Premium
35913,4,69.03,30.0,1,1,2,Lost
35914,17,287.98,12.4375,4,4,4,Premium
35915,54,552.15,4.773584905660377,5,5,5,Premium
35916,16,112.87,9.733333333333333,4,4,2,Frugal
35917,4,93.52000000000001,10.666666666666666,4,1,2,New
35918,9,138.34,9.125,4,3,3,Loyal
35919,4,55.42,11.666666666666666,4,1,1,New
35920,7,163.22,24.333333333333332,1,2,3,Lost
35921,7,110.41999999999999,24.166666666666668,1,2,2,Lost
35922,6,249.18,15.4,3,2,4,High_Check
35923,9,39.09,15.0,3,3,1,New
35924,13,91.82,10.166666666666666,4,3,2,Promising
35925,15,396.53,17.428571428571427,2,4,4,Sleeping
35926,44,410.29999999999995,4.5813953488372094,5,5,4,Premium
35927,47,756.91,7.608695652173913,5,5,5,Premium
35928,12,178.32,5.2727272727272725,5,3,3,Loyal
35929,18,313.56,16.764705882352942,3,4,4,Loyal
35930,45,1667.3400000000001,6.613636363636363,5,5,5,Premium
35931,11,191.59,17.9,2,3,3,Sleeping
35932,8,24.410000000000004,18.571428571428573,2,2,1,Lost
35933,90,3486.69,4.067415730337078,5,5,5,Premium
35934,33,396.27,11.21875,4,5,4,Premium
35935,4,42.23,21.666666666666668,2,1,1,Lost
35936,6,149.56,22.0,2,2,3,Lost
35937,30,855.36,8.793103448275861,4,5,5,Premium
35938,23,35.080000000000005,13.363636363636363,3,4,1,Frugal
35939,4,33.97,25.0,1,1,1,Lost
35940,4,91.44,28.333333333333332,1,1,2,Lost
35941,8,109.52,19.0,2,2,2,Lost
35942,6,111.22,23.8,1,2,2,Lost
35943,21,591.38,8.55,5,4,5,Premium
35944,9,37.95,23.625,1,3,1,Sleeping
35945,26,335.79,8.48,5,5,4,Premium
35946,6,67.31,14.6,3,2,2,Promising
35947,9,15.049999999999999,24.5,1,3,1,Sleeping
35948,39,133.7,8.763157894736842,5,5,3,Loyal
35949,33,492.35,10.125,4,5,4,Premium
35950,14,282.76,15.615384615384615,3,4,4,Loyal
35951,24,310.88,8.73913043478261,5,4,4,Premium
35952,11,204.76,18.3,2,3,3,Sleeping
35953,10,682.39,19.666666666666668,2,3,5,Sleeping
35954,4,59.62,28.0,1,1,2,Lost
35955,6,180.36,15.6,3,2,3,Promising
35956,9,122.94,9.875,4,3,2,Promising
35957,9,82.17999999999999,20.0,2,3,2,Sleeping
35958,9,68.43,10.5,4,3,2,Promising
35959,5,119.52,17.5,2,1,2,Lost
35960,18,61.67,17.470588235294116,2,4,2,Frugal
35961,4,17.21,26.666666666666668,1,1,1,Lost
35962,7,321.2,7.666666666666667,5,2,4,High_Check
35963,14,382.12,18.46153846153846,2,4,4,Sleeping
35964,4,137.25,12.0,4,1,3,New
35965,44,206.26,5.8604651162790695,5,5,3,Loyal
35966,7,367.14,12.333333333333334,4,2,4,High_Check
35967,17,886.0899999999999,17.4375,2,4,5,Sleeping
35968,4,12.79,30.0,1,1,1,Lost
35969,19,201.82999999999998,12.555555555555555,4,4,3,Loyal
35970,25,642.69,9.25,4,5,5,Premium
35971,18,19.220000000000002,13.0,3,4,1,Frugal
35972,19,681.9,10.11111111111111,4,4,5,Premium
35973,11,144.54,10.2,4,3,3,Loyal
35974,10,45.78,6.111111111111111,5,3,1,New
35975,8,375.76,18.857142857142858,2,2,4,High_Check
35976,6,42.800000000000004,20.6,2,2,1,Lost
35977,39,439.02,7.894736842105263,5,5,4,Premium
35978,5,19.86,24.0,1,1,1,Lost
35979,23,1238.16,15.909090909090908,3,4,5,Loyal
35980,44,865.81,2.488372093023256,5,5,5,Premium
35981,5,45.15,24.75,1,1,1,Lost
35982,6,118.45,25.6,1,2,2,Lost
35983,30,689.79,12.137931034482758,4,5,5,Premium
35984,14,573.58,20.23076923076923,2,4,5,Sleeping
35985,29,1153.29,10.892857142857142,4,5,5,Premium
35986,4,14.99,9.666666666666666,4,1,1,New
35987,20,983.3299999999999,14.0,3,4,5,Loyal
35988,10,358.78,11.333333333333334,4,3,4,Loyal
35989,4,77.52,30.0,1,1,2,Lost
35990,10,256.63,14.0,3,3,4,Loyal
35991,12,121.32,5.818181818181818,5,3,2,Promising
35992,5,86.22,24.25,1,1,2,Lost
35993,10,21.08,28.22222222222222,1,3,1,Sleeping
35994,5,78.46,15.5,3,1,2,New
35995,13,140.83999999999997,20.333333333333332,2,3,3,Sleeping
35996,29,665.13,8.571428571428571,5,5,5,Premium
35997,11,100.36,13.9,3,3,2,Promising
35998,19,73.71000000000001,15.277777777777779,3,4,2,Frugal
35999,4,2.52,12.0,4,1,1,New
36000,9,136.31,24.375,1,3,3,Sleeping
36001,4,45.93,28.0,1,1,1,Lost
36002,4,32.71,30.0,1,1,1,Lost
36003,7,34.67,13.833333333333334,3,2,1,New
36004,20,963.91,14.947368421052632,3,4,5,Loyal
36005,15,577.85,13.714285714285714,3,4,5,Loyal
36006,15,247.57,12.785714285714286,4,4,3,Loyal
36007,73,685.58,1.9583333333333333,5,5,5,Premium
36008,17,368.75,15.0625,3,4,4,Loyal
36009,6,15.9,14.0,3,2,1,New
36010,29,264.58,12.178571428571429,4,5,4,Premium
36011,4,125.16,3.0,5,1,2,New
36012,6,180.35,14.6,3,2,3,Promising
36013,9,319.77,24.75,1,3,4,Sleeping
36014,12,376.75,10.181818181818182,4,3,4,Loyal
36015,12,199.55,13.272727272727273,3,3,3,Loyal
36016,16,437.85,16.6,3,4,4,Loyal
36017,71,1501.3400000000001,3.6857142857142855,5,5,5,Premium
36018,7,91.83,4.666666666666667,5,2,2,Promising
36019,8,143.71,16.285714285714285,3,2,3,Promising
36020,4,81.67999999999999,23.0,1,1,2,Lost
36021,9,160.08,21.75,2,3,3,Sleeping
36022,5,155.61,22.25,1,1,3,Lost
36023,6,83.94,22.0,2,2,2,Lost
36024,11,860.79,15.9,3,3,5,Loyal
36025,24,620.86,13.73913043478261,3,4,5,Loyal
36026,5,7.54,3.25,5,1,1,New
36027,4,16.86,17.333333333333332,2,1,1,Lost
36028,45,853.13,8.0,5,5,5,Premium
36029,4,101.02000000000001,28.0,1,1,2,Lost
36030,23,1917.99,14.954545454545455,3,4,5,Loyal
36031,6,41.58,22.2,1,2,1,Lost
36032,12,315.20000000000005,17.363636363636363,2,3,4,Sleeping
36033,19,686.72,8.555555555555555,5,4,5,Premium
36034,4,45.269999999999996,24.666666666666668,1,1,1,Lost
36035,25,1056.49,11.833333333333334,4,5,5,Premium
36036,7,121.52000000000001,19.666666666666668,2,2,2,Lost
36037,20,235.94,9.421052631578947,4,4,3,Loyal
36038,10,49.32,22.666666666666668,1,3,1,Sleeping
36039,27,1670.99,11.26923076923077,4,5,5,Premium
36040,18,212.93,17.294117647058822,2,4,3,Sleeping
36041,46,402.98,7.644444444444445,5,5,4,Premium
36042,36,593.56,9.82857142857143,4,5,5,Premium
36043,15,366.0,19.571428571428573,2,4,4,Sleeping
36044,6,41.339999999999996,19.2,2,2,1,Lost
36045,6,244.06,21.8,2,2,3,Lost
36046,17,296.90999999999997,13.875,3,4,4,Loyal
36047,19,406.37,15.0,3,4,4,Loyal
36048,7,17.77,11.833333333333334,4,2,1,New
36049,8,51.81,16.571428571428573,3,2,1,New
36050,7,82.33,17.833333333333332,2,2,2,Lost
36051,14,156.54999999999998,16.615384615384617,3,4,3,Loyal
36052,62,2048.95,5.016393442622951,5,5,5,Premium
36053,14,319.38,14.846153846153847,3,4,4,Loyal
36054,7,136.1,29.5,1,2,3,Lost
36055,7,33.37,15.333333333333334,3,2,1,New
36056,5,39.55,3.75,5,1,1,New
36057,25,1157.67,14.791666666666666,3,5,5,Loyal
36058,22,365.54,12.333333333333334,4,4,4,Premium
36059,9,256.02,18.375,2,3,4,Sleeping
36060,6,179.31,30.0,1,2,3,Lost
36061,11,220.01999999999998,21.1,2,3,3,Sleeping
36062,7,100.41,19.833333333333332,2,2,2,Lost
36063,27,943.91,11.76923076923077,4,5,5,Premium
36064,13,399.97999999999996,15.75,3,3,4,Loyal
36065,12,480.26,13.545454545454545,3,3,4,Loyal
36066,6,25.9,23.0,1,2,1,Lost
36067,10,157.37,18.555555555555557,2,3,3,Sleeping
36068,43,781.67,7.714285714285714,5,5,5,Premium
36069,39,606.96,9.447368421052632,4,5,5,Premium
36070,13,419.18,15.416666666666666,3,3,4,Loyal
36071,5,39.89,8.75,5,1,1,New
36072,4,86.85,26.333333333333332,1,1,2,Lost
36073,10,438.84,15.555555555555555,3,3,4,Loyal
36074,34,1646.3899999999999,7.96969696969697,5,5,5,Premium
36075,8,136.94,23.0,1,2,3,Lost
36076,37,706.84,8.75,5,5,5,Premium
36077,4,29.21,6.666666666666667,5,1,1,New
36078,5,115.84,5.0,5,1,2,New
36079,7,185.81,15.666666666666666,3,2,3,Promising
36080,5,17.7,14.5,3,1,1,New
36081,4,92.37,20.666666666666668,2,1,2,Lost
36082,11,32.730000000000004,18.8,2,3,1,Sleeping
36083,9,117.13,12.125,4,3,2,Promising
36084,6,59.42,25.4,1,2,2,Lost
36085,25,279.14,6.666666666666667,5,5,4,Premium
36086,8,86.55000000000001,20.571428571428573,2,2,2,Lost
36087,6,70.46000000000001,18.4,2,2,2,Lost
36088,14,190.59,13.692307692307692,3,4,3,Loyal
36089,7,244.88,26.666666666666668,1,2,3,Lost
36090,30,374.88,9.172413793103448,4,5,4,Premium
36091,28,467.49,13.037037037037036,3,5,4,Loyal
36092,8,363.58,21.0,2,2,4,High_Check
36093,10,136.96,7.888888888888889,5,3,3,Loyal
36094,7,101.14,25.5,1,2,2,Lost
36095,17,882.39,16.3125,3,4,5,Loyal
36096,6,68.28999999999999,8.2,5,2,2,Promising
36097,19,358.36,17.77777777777778,2,4,4,Sleeping
36098,20,279.34,8.263157894736842,5,4,4,Premium
36099,5,24.87,21.5,2,1,1,Lost
36100,4,47.67,9.333333333333334,4,1,1,New
36101,4,33.9,22.0,2,1,1,Lost
36102,4,10.260000000000002,20.333333333333332,2,1,1,Lost
36103,16,113.05,14.266666666666667,3,4,2,Frugal
36104,23,682.03,6.2727272727272725,5,4,5,Premium
36105,9,76.73,10.625,4,3,2,Promising
36106,5,185.3,7.5,5,1,3,New
36107,4,100.13,24.0,1,1,2,Lost
36108,4,110.87,30.0,1,1,2,Lost
36109,5,114.36,30.0,1,1,2,Lost
36110,30,1113.97,12.275862068965518,4,5,5,Premium
36111,16,457.46999999999997,11.733333333333333,4,4,4,Premium
36112,21,542.13,13.15,3,4,4,Loyal
36113,34,967.75,9.272727272727273,4,5,5,Premium
36114,52,1443.1299999999999,7.117647058823529,5,5,5,Premium
36115,11,649.76,20.9,2,3,5,Sleeping
36116,7,39.89,5.333333333333333,5,2,1,New
36117,6,23.950000000000003,26.8,1,2,1,Lost
36118,18,1071.4,15.882352941176471,3,4,5,Loyal
36119,4,82.92000000000002,7.0,5,1,2,New
36120,5,14.129999999999999,16.0,3,1,1,New
36121,35,135.09,5.029411764705882,5,5,3,Loyal
36122,14,90.01,16.307692307692307,3,4,2,Frugal
36123,7,320.03999999999996,15.166666666666666,3,2,4,High_Check
36124,12,89.96000000000001,12.272727272727273,4,3,2,Promising
36125,28,492.2,9.851851851851851,4,5,4,Premium
36126,5,134.48,30.0,1,1,3,Lost
36127,4,73.35000000000001,26.0,1,1,2,Lost
36128,8,195.63,11.0,4,2,3,Promising
36129,8,195.84,23.714285714285715,1,2,3,Lost
36130,9,228.51999999999998,10.625,4,3,3,Loyal
36131,8,64.22,18.285714285714285,2,2,2,Lost
36132,7,44.83,22.0,2,2,1,Lost
36133,60,2403.42,6.11864406779661,5,5,5,Premium
36134,29,441.64,10.464285714285714,4,5,4,Premium
36135,17,359.82,16.9375,3,4,4,Loyal
36136,4,59.07,17.0,3,1,2,New
36137,41,644.88,9.025,4,5,5,Premium
36138,55,2975.79,6.7407407407407405,5,5,5,Premium
36139,6,14.760000000000002,10.0,4,2,1,New
36140,9,7.619999999999999,9.125,4,3,1,New
36141,23,389.59999999999997,4.363636363636363,5,4,4,Premium
36142,14,160.99,15.076923076923077,3,4,3,Loyal
36143,42,212.49,8.21951219512195,5,5,3,Loyal
36144,4,87.26,10.0,4,1,2,New
36145,9,302.5,23.375,1,3,4,Sleeping
36146,21,144.97,12.05,4,4,3,Loyal
36147,13,244.54,9.5,4,3,3,Loyal
36148,5,74.8,27.0,1,1,2,Lost
36149,100,2690.39,2.3333333333333335,5,5,5,Premium
36150,23,705.37,11.045454545454545,4,4,5,Premium
36151,27,156.82,11.461538461538462,4,5,3,Loyal
36152,8,69.92,4.0,5,2,2,Promising
36153,14,152.6,5.846153846153846,5,4,3,Loyal
36154,13,231.9,20.583333333333332,2,3,3,Sleeping
36155,10,524.99,15.333333333333334,3,3,4,Loyal
36156,18,259.36,15.352941176470589,3,4,4,Loyal
36157,13,37.269999999999996,15.416666666666666,3,3,1,New
36158,35,668.37,6.588235294117647,5,5,5,Premium
36159,9,490.85999999999996,15.375,3,3,4,Loyal
36160,5,42.92,19.0,2,1,1,Lost
36161,11,84.82000000000001,14.3,3,3,2,Promising
36162,32,496.6,7.903225806451613,5,5,4,Premium
36163,44,788.0,8.465116279069768,5,5,5,Premium
36164,4,82.77000000000001,5.666666666666667,5,1,2,New
36165,6,37.47,16.4,3,2,1,New
36166,12,35.74,14.090909090909092,3,3,1,New
36167,19,1129.03,17.666666666666668,2,4,5,Sleeping
36168,23,310.7,15.772727272727273,3,4,4,Loyal
36169,5,129.29999999999998,24.75,1,1,3,Lost
36170,4,24.619999999999997,22.666666666666668,1,1,1,Lost
36171,43,3076.29,8.166666666666666,5,5,5,Premium
36172,6,126.83000000000001,18.6,2,2,2,Lost
36173,5,262.68,5.25,5,1,4,High_Check
36174,5,198.48,21.5,2,1,3,Lost
36175,4,143.24,8.0,5,1,3,New
36176,7,57.38,21.666666666666668,2,2,1,Lost
36177,8,265.2,24.285714285714285,1,2,4,High_Check
36178,8,17.490000000000002,25.857142857142858,1,2,1,Lost
36179,4,337.38,16.666666666666668,3,1,4,High_Check
36180,16,731.85,10.666666666666666,4,4,5,Premium
36181,26,596.26,7.44,5,5,5,Premium
36182,4,39.33,30.0,1,1,1,Lost
36183,6,179.54,16.2,3,2,3,Promising
36184,8,154.28,22.428571428571427,1,2,3,Lost
36185,48,474.15000000000003,7.297872340425532,5,5,4,Premium
36186,36,712.75,7.171428571428572,5,5,5,Premium
36187,6,381.33,19.0,2,2,4,High_Check
36188,5,15.09,22.75,1,1,1,Lost
36189,14,297.6,16.307692307692307,3,4,4,Loyal
36190,47,557.61,6.956521739130435,5,5,5,Premium
36191,13,319.02,24.75,1,3,4,Sleeping
36192,4,28.03,19.0,2,1,1,Lost
36193,7,133.07,23.166666666666668,1,2,3,Lost
36194,6,96.05,15.2,3,2,2,Promising
36195,4,21.29,29.333333333333332,1,1,1,Lost
